"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N","HasSafetyRec","ReportType","OriginalPublishDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","EventID","Latitude","Longitude","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","ReportStatus","RepGenFlag","DocketUrl","DocketPublishDate",
"CEN17WA143","ACC","94937","2017-03-29T15:00:00Z","Snowdonia","","United Kingdom","","G-OHCP","FALSE","None","","Fatal","5","0","0","","","52.840278","-3.994999","AEROSPATIALE","AS355","HELI","","","FALSE","2","","PERS","NUSN","Destroyed","IMC","","N/A","FALSE","","",
"WPR17WA083","ACC","94957","2017-03-27T03:45:00Z","Reefton","","New Zealand","","ZK-IHA","FALSE","None","","Fatal","1","0","0","","","0","0","ROBINSON","R22","HELI","","","FALSE","","","","","Substantial","","","N/A","FALSE","","",
"CEN17WA130","ACC","94874","2017-03-15T21:00:00Z","Figeac","","France","","F-GPPH","FALSE","None","","Fatal","1","0","0","","","0","0","BELL","206","HELI","","","FALSE","","","","","Destroyed","","","N/A","FALSE","","",
"CEN17RA131","ACC","94876","2017-03-14T17:19:00Z","Blacksod Bay","","Ireland","","EI-ICR","FALSE","None","","Fatal","4","0","0","","","0","0","SIKORSKY","S92","HELI","","","FALSE","","","","","Destroyed","","","N/A","FALSE","","",
"CEN17FA127","ACC","94867","2017-03-14T15:46:00Z","Chalmers","Indiana","United States","","N530KD","FALSE","DirectorBrief","2019-03-18T04:00:00Z","Fatal","1","0","0","The pilot's failure to ensure that the needle did not entangle with the tower's vertical lattice as he moved the helicopter rearward, which resulted in the helicopter becoming tethered to the tower and a subsequent loss of control.","","40.648612","-86.84333","MCDONNELL DOUGLAS HELI CO","369FF","HELI","","","FALSE","1","","EXLD","133","Destroyed","VMC","Rogers Helicopters, Inc.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=94867","12/20/2018 12:50:00 PM",
"CEN17WA129","ACC","94872","2017-03-13T16:00:00Z","Mexicali","","Mexico","","XC-PEP","FALSE","None","","Fatal","5","0","0","","","32.645557","-115.696662","MD HELICOPTER","369","HELI","","","FALSE","","","","","Destroyed","","","N/A","FALSE","","",
"ERA17WA127","ACC","94849","2017-03-10T09:21:00Z","Istanbul","","Turkey","","TC-HEZ","FALSE","None","","Fatal","7","0","0","","","41.014999","28.976388","SIKORSKY","S76","HELI","","","FALSE","","","","NUSC","Destroyed","","Sawn Air","N/A","FALSE","","",
"ANC17RA019","ACC","94850","2017-03-05T05:53:00Z","Matsumoto","","Japan","","JA97NA","FALSE","None","","Fatal","9","0","0","","","36.23389","138.048889","BELL","412","HELI","","","FALSE","","","","","Substantial","","","N/A","FALSE","","",
"CEN17FA112","ACC","94783","2017-02-27T11:33:00Z","Chauvin","Louisiana","United States","","N1371","FALSE","DirectorBrief","2018-02-22T05:00:00Z","Fatal","1","0","0","The pilot's failure to maintain proper altitude resulting in a collision with water for reasons that could not be determined based on the available information.","","29.43926","-90.590591","BELL","407","HELI","","","FALSE","1","","POSI","091","Destroyed","VMC","Westwind Helicopters","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=94783","2/12/2018 7:01:00 PM",
"CEN17FA103","ACC","94717","2017-02-15T01:23:00Z","Shreveport","Louisiana","United States","","N598PB","FALSE","DirectorBrief","2018-11-05T05:00:00Z","Fatal","2","0","0","The pilot's inadvertent encounter with instrument meteorological conditions resulting in spatial disorientation, loss of control, and subsequent impact with terrain.","","32.311389","-93.705558","BELL HELICOPTER TEXTRON CANADA","429","HELI","","","FALSE","2","","PERS","091","Substantial","IMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=94717","10/11/2018 8:09:00 PM",
"ERA17WA104","ACC","94708","2017-02-12T14:19:00Z","Lake Teletskoye","","Russia","","RA-06375","FALSE","None","","Fatal","5","0","0","","","51.680557","87.666389","ROBINSON","R66","HELI","","","FALSE","","","","NUSN","Substantial","Unknown","Altay-Avia, LLC","N/A","FALSE","","",
"CEN17WA102","ACC","94697","2017-02-07T05:00:00Z","Guatemala City","","Guatemala","","N245SE","FALSE","None","","Fatal","4","0","0","","","14.581666","-90.526664","MD HELICOPTER","600","HELI","","","FALSE","1","","","NUSN","Substantial","","","N/A","FALSE","","",
"CEN17FA100","ACC","94691","2017-02-06T20:09:00Z","Galveston","Texas","United States","","N978RH","FALSE","DirectorBrief","2017-12-11T05:00:00Z","Fatal","1","0","0","The pilot's failure to recognize the flight had encountered instrument meteorological conditions at night, which resulted in an unrecognized descent and collision with water.","","29.239721","-94.990554","BELL","206B","HELI","","","FALSE","1","NSCH","","135","Destroyed","IMC","Republic Helicopters, Inc.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=94691","11/13/2017 5:52:00 PM",
"CEN17WA083","ACC","94647","2017-01-21T19:00:00Z","Salinas Victoria","","Mexico","","XA-CSJ","FALSE","None","","Fatal","2","0","0","","","26.286111","-100.383613","ROBINSON","R44","HELI","","","FALSE","1","","","","Destroyed","","","N/A","FALSE","","",
"WPR17FA047","ACC","94565","2017-01-04T18:36:00Z","San Pedro","California","United States","","N702JJ","FALSE","DirectorBrief","2017-12-12T05:00:00Z","Fatal","2","0","0","The pilot's failure to use carburetor heat while operating in conditions conducive to carburetor icing, which resulted in a loss of engine power due to carburetor icing. Also causal was the pilot's failure to maintain rotor rpm following the loss of engine power.","","33.706943","-118.257774","ROBINSON HELICOPTER","R22 BETA","HELI","","","FALSE","1","","AOBV","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=94565","12/4/2017 5:20:00 PM",
"WPR17WA039","ACC","94505","2016-12-11T07:27:00Z","Juhu","","India","","VT-PHB","FALSE","None","","Fatal","1","1","2","","","19.143054","7.501944","ROBINSON","R44","HELI","","","FALSE","","","","","Destroyed","","","N/A","FALSE","","",
"ERA17WA081","ACC","94579","2016-12-04T19:00:00Z","Sao Lourenco da Serra","","Brazil","","PR-TUN","FALSE","None","","Fatal","4","0","0","","","-23.86861","-46.930278","ROBINSON HELICOPTER","R44 II","HELI","","","FALSE","1","","PERS","NUSN","Destroyed","Unknown","","N/A","FALSE","","",
"ERA17WA062","ACC","94440","2016-11-28T07:38:00Z","Vinogradny Township","","Russia","","RA-04195","FALSE","None","","Fatal","3","0","0","","","0","0","ROBINSON","R44","HELI","","","FALSE","1","","","UNK","Substantial","Unknown","","N/A","FALSE","","",
"ERA17WA060","ACC","94438","2016-11-19T14:16:00Z","Varese","","Italy","","N109W","FALSE","None","","Fatal","1","2","0","","","45.876667","8.851666","AGUSTA SPA","A109A II","HELI","","","FALSE","2","","UNK","NUSN","Destroyed","","","N/A","FALSE","","",
"WPR17WA027","ACC","94416","2016-11-18T05:00:00Z","Mount Windsor","","Australia","","VH-ZNZ","FALSE","None","","Fatal","1","1","0","","","0","0","ROBINSON","R44","HELI","","","FALSE","","","","","Destroyed","","","N/A","FALSE","","",
"WPR17FA021","ACC","94386","2016-11-15T19:41:00Z","Pukoo","Hawaii","United States","","N81GG","FALSE","DirectorBrief","2019-11-06T05:00:00Z","Fatal","2","0","0","The pilot's decision to continue visual flight into an area of instrument meteorological conditions at night in rain, which resulted in his geographic disorientation and controlled flight into terrain.","","21.099721","-156.792221","HUGHES","369","HELI","","","FALSE","1","","PERS","091","Destroyed","IMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=94386","3/5/2019 9:43:00 PM",
"WPR17WA016","ACC","94330","2016-10-30T23:58:00Z","Kamo, New Zealand","","New Zealand","","ZK-HTH","FALSE","None","","Fatal","2","0","0","","","0","0","ROBINSON","R44","HELI","","","FALSE","","","","","Destroyed","","","N/A","FALSE","","",
"ERA17WA028","ACC","94272","2016-10-23T10:30:00Z","Baleisky","","Russia","","RA-04347","FALSE","None","","Fatal","3","0","0","","","51.099998","116.983329","ROBINSON","R44","HELI","","","FALSE","1","","","NUSN","Destroyed","","","N/A","FALSE","","",
"CEN17FA012","ACC","94162","2016-10-06T16:45:00Z","Lino Lakes","Minnesota","United States","","N4035G","FALSE","DirectorBrief","2017-05-16T04:00:00Z","Fatal","2","0","0","The separation of the main rotor assembly due to mast bumping.","","45.193332","-93.137779","FAIRCHILD HILLER","FH 1100","HELI","","","FALSE","1","","PERS","091","Destroyed","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=94162","5/11/2017 6:36:00 PM",
"ERA16WA327","ACC","94075","2016-09-24T04:00:00Z","Yartsevo","","Russia","","RA-01630","FALSE","None","","Fatal","2","0","0","","","0","0","AGUSTA BELL","AB206-B3","HELI","","","FALSE","","","","","Substantial","Unknown","","N/A","FALSE","","",
"CEN16WA365","ACC","93990","2016-09-08T19:20:00Z","Carinthia","","Austria","","OE-XHA","FALSE","None","","Fatal","1","1","0","","","47.023334","12.748332","ROBINSON","R66","HELI","","","FALSE","","","","","Destroyed","VMC","Hannes Arch","N/A","FALSE","","",
"ERA16FA311","ACC","93956","2016-09-06T13:40:00Z","Palm Bay","Florida","United States","","N805AR","FALSE","DirectorBrief","2019-03-05T05:00:00Z","Fatal","3","0","0","A dual loss of engine power for undetermined reasons after the pilot's improper decision to attempt another maneuver after recovering from a perceived compressor stall, rather than returning to the airport.","","27.940555","-80.704719","SIKORSKY","S61","HELI","","","FALSE","2","","FLTS","091","Destroyed","VMC","AAR Airlift Group","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93956","11/13/2018 7:00:00 PM",
"ANC16WA064","ACC","93984","2016-09-05T21:20:00Z","Fox Creek","","Canada","","C-GHHU","FALSE","None","","Fatal","1","1","1","","","54.074722","-117.391113","Bell","206B","HELI","","","FALSE","1","NSCH","","NUSC","Substantial","","Ridge Rotors Inc.","N/A","FALSE","","",
"CEN16WA358","ACC","93968","2016-09-04T16:00:00Z","Flatlands","","Canada","","C-GVJT","FALSE","None","","Fatal","2","0","1","","","47.983055","-66.883056","Bell","206B","HELI","","","FALSE","1","","PERS","NUSN","Substantial","VMC","9288-1523 Québec Inc","N/A","FALSE","","",
"CEN16FA315","ACC","93803","2016-08-09T20:35:00Z","Howe","Texas","United States","","N9277R","FALSE","DirectorBrief","2017-09-26T04:00:00Z","Fatal","1","1","0","The improper execution of an autorotation following the loss of engine power, which resulted in an uncontrolled descent into terrain. Contributing to the accident was the flight instructor's lack of remedial action during the autorotation.","","33.567501","-96.577499","HUGHES","269C","HELI","","","FALSE","1","","INST","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93803","9/25/2017 11:01:00 AM",
"DCA16WA218","ACC","93917","2016-08-03T12:30:00Z","Lusikisuki, near Port John, Eastern Cape Province","","South Africa","","ZS-RXW","FALSE","None","","Fatal","4","0","0","","","-31.304166","29.93","ROBINSON","R44","HELI","","","FALSE","","","","NUSC","Destroyed","","","N/A","FALSE","","",
"CEN16FA304","ACC","93762","2016-08-03T10:47:00Z","Jeanerette","Louisiana","United States","","N1549W","FALSE","DirectorBrief","2017-09-06T04:00:00Z","Fatal","1","0","0","The pilot's loss of helicopter control for reasons that could not be determined based on available evidence.","","29.997777","-91.405555","SCHWEIZER","269C 1","HELI","","","FALSE","1","","AOBV","091","Substantial","VMC","GULF COAST HELICOPTERS INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93762","8/28/2017 8:53:00 PM",
"CEN16WA272","ACC","93634","2016-07-16T12:40:00Z","Madrid","","Spain","","EC-IGG","FALSE","None","","Fatal","2","0","0","","","40.370555","3.785277","ROBINSON","R22","HELI","","","FALSE","","","","NUSN","Substantial","","World Aviation","N/A","FALSE","","",
"ERA16LA253","ACC","93594","2016-07-11T18:50:00Z","Georgetown","Delaware","United States","","N1SP","FALSE","DirectorBrief","2018-02-12T05:00:00Z","Fatal","1","0","0","The emergency response team's failure to ensure that the system operator was secured to the helicopter, which resulted in his fall during the recurrent rescue hoist training operation.","","38.6875","-75.359169","BELL","429","HELI","GED","DELAWARE COASTAL","FALSE","2","","PUBS","PUBU","None","VMC","STATE OF DELAWARE","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93594","1/4/2018 5:01:00 AM",
"ERA16FA248","ACC","93579","2016-07-11T11:23:00Z","Hickory","Kentucky","United States","","N427TV","FALSE","DirectorBrief","2017-07-20T04:00:00Z","Fatal","1","0","0","Company maintenance personnel's inappropriate removal without replacement of the safety wires on the collective lever pin screws during a recent maintenance inspection, which resulted in the screws backing out and led to a loss of collective control in flight.","","36.882778","-88.678886","BELL HELICOPTER TEXTRON CANADA","407","HELI","NONE","Gravel Lot","FALSE","1","","BUS","091","Substantial","VMC","TENNESSEE VALLEY AUTHORITY","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93579","6/26/2017 5:02:00 PM",
"DCA16FA199","ACC","93553","2016-07-06T11:48:00Z","Italy","Texas","United States","","N525TA","TRUE","DirectorBrief","2018-01-16T05:00:00Z","Fatal","2","0","0","A severe vibration of the helicopter that led to the crew's inability to maintain sufficient rotor rotation speed (Nr), leading to excessive main rotor blade flapping, subsequent main rotor blade contact with the tail boom, and the resultant in-flight breakup. Contributing to the severity and sustainment of the vibration, which was not predicted during development, were (1) the collective biomechanical feedback and (2) the attitude and heading reference system response, both of which occurred due to the lack of protections in the flight control laws against the sustainment and growth of adverse feedback loops when the 6-hertz airframe vibration initiated. Contributing to the crew's inability to maintain sufficient Nr in the severe vibration environment were (1) the lack of an automated safeguard in the modified one-engine-inoperative software used during flight testing to exit at a critical Nr threshold and (2) the lack of distinct and unambiguous cues for low Nr.","","32.246112","-96.919723","BELL","525","HELI","","","FALSE","","","FLTS","091","Destroyed","VMC","Bell Helicopter - Textron","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93553","1/16/2018 3:00:00 PM",
"ERA16WA240","ACC","93532","2016-06-26T11:10:00Z","Jundiaí","","Brazil","","PR-CBB","FALSE","None","","Fatal","5","0","0","","","-23.282499","-46.834445","BELL HELICOPTER","407","HELI","","","FALSE","1","","","","Destroyed","Unknown","","N/A","FALSE","","",
"WPR16FA130","ACC","93446","2016-06-23T14:25:00Z","Wikieup","Arizona","United States","","N117TW","FALSE","DirectorBrief","2017-11-28T05:00:00Z","Fatal","2","0","0","An encounter with turbulence due to updrafts and/or dust devils that resulted in mast bumping and an in-flight break-up.","","34.461112","-113.683334","ROBINSON HELICOPTER CO","R66","HELI","","","FALSE","1","","POSI","091","Destroyed","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93446","11/9/2017 1:28:00 PM",
"CEN16FA215","ACC","93363","2016-06-12T15:30:00Z","Jonesboro","Arkansas","United States","","N789MR","FALSE","DirectorBrief","2018-04-09T04:00:00Z","Fatal","1","0","0","The pilot's failure to maintain helicopter control during takeoff. Contributing to the accident was the pilot's impairment due to his combined use of alcohol and diphenhydramine, which led to his improper decision to fly after drinking alcohol and degraded his ability to maintain control of the helicopter.","","35.826389","-90.549163","ROBINSON HELICOPTER COMPANY","R44 II","HELI","23AR","CLASSIC AIRSTRIP","FALSE","1","","PERS","091","Destroyed","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93363","3/6/2018 5:14:00 PM",
"WPR16WA123","ACC","93346","2016-06-04T04:00:00Z","Siriwo","","Indonesia","","PK-UAF","FALSE","None","","Fatal","1","3","0","","","-3.602777","136.303604","BELL","206","HELI","","","FALSE","","","","","Substantial","","","N/A","FALSE","","",
"CEN16LA182","ACC","93171","2016-05-13T07:15:00Z","Portia","Arkansas","United States","","N48316","FALSE","DirectorBrief","2016-11-28T05:00:00Z","Fatal","1","0","0","The pilot's decision to perform a sliding takeoff from the elevated platform, which resulted in a dynamic rollover when the right skid plate caught on a protruding screw. Contributing to the accident was the pilot's failure to adequately inspect the landing platform before flight.","","36.075553","-91.061111","BELL","47G 3B 1","HELI","","","FALSE","1","","AAPL","137","Substantial","VMC","HAMMOCK FLYING SERVICE INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93171","7/27/2016 12:32:00 PM",
"CEN16WA351","ACC","93950","2016-05-09T19:50:00Z","Aube, France","","France","","G-SPEE","FALSE","None","","Fatal","1","0","0","","","48.447223","103.906944","ROBINSON","R22","HELI","","","FALSE","","","","","Substantial","","","N/A","FALSE","","",
"ANC16FA023","ACC","93116","2016-05-06T19:00:00Z","Skagway","Alaska","United States","","N94TH","FALSE","DirectorBrief","2018-10-01T04:00:00Z","Fatal","1","0","0","The pilot's decision to continue visual flight into an area of instrument meteorological conditions, which resulted in the pilot experiencing a loss of visual reference and subsequent controlled flight into terrain. Contributing to the accident were the pilot's self-induced pressure to complete the flight and the operator's failure to maintain operational control over the flight.","","59.450279","-135.205551","AIRBUS","AS350","HELI","","","FALSE","1","","OWRK","091","Substantial","IMC","TEMSCO HELICOPTERS, INC.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93116","9/10/2018 5:47:00 PM",
"CEN16FA171","ACC","93097","2016-05-04T10:02:00Z","Reedsville","Wisconsin","United States","","N629JK","TRUE","DirectorBrief","2017-04-20T04:00:00Z","Fatal","1","0","0","The failure of the power turbine governor's dual-spool bearing due to a lack of lubrication, which resulted in a complete loss of engine power and subsequent impact with terrain.","","44.213333","-87.960281","MCDONNELL DOUGLAS HELICOPTER","369E","HELI","","","FALSE","","","EXLD","133","Substantial","VMC","Rotor Blade LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93097","4/13/2017 8:36:00 PM",
"ERA16WA175","ACC","93092","2016-05-03T03:47:00Z","Avacha`","","Russia","","RA-2118G","FALSE","None","","Fatal","3","0","0","","","52.400001","158.433334","ROBINSON","R44","HELI","","","FALSE","","","UNK","NUSN","Destroyed","Unknown","","N/A","FALSE","","",
"ERA16WA180","ACC","93148","2016-05-02T15:15:00Z","Sao Paulo","","Brazil","","PR-RCA","FALSE","None","","Fatal","2","0","0","","","-23.891111","-46.42472","ROBINSON","R22","HELI","","","FALSE","1","","INST","NUSN","Substantial","","AGD Aviation","N/A","FALSE","","",
"ERA16WA163","ACC","93029","2016-04-18T17:00:00Z","Bely Island","","Russia","","RA-06233","FALSE","None","","Fatal","3","0","0","","","73.190002","7.039999","ROBINSON","R66","HELI","","","FALSE","","","PERS","NUSN","Substantial","Unknown","Optholod CJSC","N/A","FALSE","","",
"ERA16FA144","ACC","92950","2016-04-04T16:10:00Z","Pigeon Forge","Tennessee","United States","","N16760","FALSE","DirectorBrief","2018-08-15T04:00:00Z","Fatal","5","0","0","An inflight loss of engine power due to a failure of the engine fuel pump, which resulted in a collision with trees and terrain during the subsequent autorotation. The failure of the engine fuel pump resulted from the absence of adequate grease leading to accelerated spline wear within the fuel pump.","","35.825279","-83.568336","BELL","206","HELI","6TN3","SIXTY SIX","FALSE","1","","AOBV","091","Destroyed","VMC","GREAT SMOKY MOUNTAIN HELICOPTERS INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=92950","7/10/2018 12:29:00 PM",
"ERA16FA143","ACC","92898","2016-03-27T11:47:00Z","Canadensis","Pennsylvania","United States","","N776JM","FALSE","DirectorBrief","2018-05-09T04:00:00Z","Fatal","1","0","0","The pilot's loss of control due to spatial disorientation, which occurred after ascending in order to clear rising terrain and inadvertently entering the clouds.","","41.250556","-75.219169","ROBINSON","R44","HELI","","","FALSE","1","","PERS","091","Destroyed","IMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=92898","4/26/2018 1:13:00 PM",
"ERA16FA140","ACC","92894","2016-03-26T00:18:00Z","Enterprise","Alabama","United States","","N911GF","FALSE","DirectorBrief","2018-05-24T04:00:00Z","Fatal","4","0","0","The pilot's decision to perform visual flight rules flight into night instrument meteorological conditions, which resulted in loss of control due to spatial disorientation. Contributing to the accident was the pilot's self-induced pressure to complete the mission despite the weather conditions and the operator's inadequate oversight of the flight by its operational control center.","","31.279443","-85.971107","EUROCOPTER","AS 350 B2","HELI","None","Farm Field","FALSE","1","NSCH","","135","Substantial","IMC","Metro Aviation Inc.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=92894","5/8/2018 11:20:00 AM",
"WPR16WA089","ACC","92916","2016-03-25T04:00:00Z","Carmila West","","Australia","","VH-WHU","FALSE","None","","Fatal","1","0","0","","","-21.896389","149.266662","BELL","206","HELI","","","FALSE","","","","","Destroyed","","","N/A","FALSE","","",
"ERA16WA147","ACC","92961","2016-03-22T14:48:00Z","Riosucio, Choco","","Colombia","","HK-5049","FALSE","None","","Fatal","3","0","0","","","7.624166","-76.517219","BELL","206","HELI","","","FALSE","1","","UNK","NUSN","Substantial","Unknown","Helify","N/A","FALSE","","",
"ERA16WA138","ACC","92878","2016-03-22T12:11:00Z","Angostura","","Colombia","","HK4674","FALSE","None","","Fatal","3","1","0","","","7.022777","-75.460281","BELL","206B III","HELI","","","FALSE","1","","","NUSC","Destroyed","IMC","Helifly","N/A","FALSE","","",
"ERA16WA129","ACC","92837","2016-02-24T05:00:00Z","Globitsy","","Russia","","RA-2348G","FALSE","None","","Fatal","1","0","1","","","59.737777","29.2275","ENSTROM","F28","HELI","","","FALSE","1","","OWRK","NUSN","Substantial","VMC","","N/A","FALSE","","",
"WPR16FA072","ACC","92743","2016-02-18T11:20:00Z","Honolulu","Hawaii","United States","","N80918","FALSE","DirectorBrief","2018-02-22T05:00:00Z","Fatal","1","3","1","The in-flight failure of the engine-to-transmission drive shaft due to improper maintenance, which resulted in low main rotor rpm and a subsequent hard landing to water.","","21.366666","-157.940277","BELL","206B","HELI","","","FALSE","1","","AOBV","091","Substantial","VMC","Genesis Helicopters","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=92743","2/13/2018 1:02:00 PM",
"ERA16WA107","ACC","92727","2016-02-06T18:10:00Z","Bejucal","","Venezuela","","YV250T","FALSE","None","","Fatal","1","0","0","","","10.005277","-66.973335","BELL","206","HELI","","","FALSE","","","UNK","NUSN","Destroyed","","","N/A","FALSE","","",
"ERA16WA096","ACC","92653","2016-01-27T05:00:00Z","Taldykorgan","","Kazakhstan","","UP-MD004","FALSE","None","","Fatal","5","0","0","","","0","0","MCDONNELL DOUGLAS","MD-600","HELI","","","FALSE","","","UNK","NUSN","Substantial","","JSC Aspan","N/A","FALSE","","",
"WPR16FA040","ACC","92454","2015-12-15T18:23:00Z","Superior","Arizona","United States","","N74317","FALSE","DirectorBrief","2019-03-18T04:00:00Z","Fatal","2","1","0","The pilot's loss of helicopter control in mountainous terrain as the result of operating the helicopter outside the performance envelope of its hydraulic system and encountering the servo transparency phenomenon. Contributing to the accident was the pilot's decision to perform low-level, high-speed maneuvers through mountainous terrain.","","33.425277","-111.154724","AIRBUS Helicopters","AS350","HELI","","","FALSE","2","NSCH","","135","Substantial","VMC","AIR METHODS CORP","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=92454","12/6/2018 11:05:00 PM",
"ERA16WA072","ACC","92467","2015-12-12T12:00:00Z","Mendoza Province","","Argentina","","LV-VFD","FALSE","None","","Fatal","2","0","0","","","-32.994445","-69.145553","BELL","206","HELI","","","FALSE","1","","UNK","NUSN","Substantial","","Helisol SA","N/A","FALSE","","",
"WPR16FA037","ACC","92427","2015-12-10T20:03:00Z","McFarland","California","United States","","N408FC","FALSE","DirectorBrief","2019-03-18T04:00:00Z","Fatal","4","0","0","The pilot's loss of control and collision with terrain while attempting a course reversal after inadvertently entering an area of reduced visibility weather conditions. Contributing to the accident was the pilot's lack of recent experience with night time operations.","","35.67361","-119.055557","BELL","407","HELI","","","FALSE","1","NSCH","","135","Destroyed","VMC","Rogers Helicopters","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=92427","11/15/2018 7:52:00 PM",
"ANC16WA008","ACC","92366","2015-11-22T02:57:00Z","Annaka City","","Japan","","JA7963","FALSE","None","","Fatal","2","0","0","","","0","0","ROBINSON","R22","HELI","","","FALSE","","","","","Destroyed","","","N/A","FALSE","","",
"WPR16WA034","ACC","92392","2015-11-21T05:00:00Z","Fox Glacier","","New Zealand","","ZKHKU","FALSE","None","","Fatal","7","0","0","","","0","0","EUROCOPTER","AS350","HELI","","","FALSE","","","","","Substantial","","","N/A","FALSE","","",
"WPR16FA029","ACC","92336","2015-11-18T17:23:00Z","Carlsbad","California","United States","","N711BE","FALSE","DirectorBrief","2017-12-11T05:00:00Z","Fatal","2","0","0","The pilot's loss of control during landing on a dolly. Contributing to the accident were the pilot's decision to conduct the flight without an instructor despite multiple flight instructors' recommendations to the contrary, his failure to land on the ramp when he experienced difficulty landing on the dolly, and his impaired decision-making, judgment, and psychomotor performance, due to his use of a combination of two psychoactive drugs.","","33.127223","-117.279998","AIRBUS HELICOPTERS","AS350B3E","HELI","CRQ","MC CLELLAN-PALOMAR","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=92336","11/13/2017 6:17:00 PM",
"CEN16WA044","ACC","92335","2015-11-17T12:40:00Z","San Carlos","","Nicaragua","","YN-ISA","FALSE","None","","Fatal","3","0","0","","","11.128333","-84.670555","BELL","206","HELI","","","FALSE","1","","BUS","NUSN","Destroyed","","Helicopteros de Nicaragua (Helinica)","N/A","FALSE","","",
"DCA16RA014","ACC","92262","2015-10-30T08:00:00Z","Tronzano Vercellese","","Italy","","N609AG","FALSE","None","","Fatal","2","0","0","","","45.340805","8.174085","BELL HELICOPTER TEXTRON INC","609","HELI","","","FALSE","2","","FLTS","NUSN","Destroyed","","","N/A","FALSE","","",
"ANC16WA002","ACC","92251","2015-10-27T20:43:00Z","Asquinth","","Canada","","C-GIFY","FALSE","None","","Fatal","1","0","0","","","0","0","BELL","206B","HELI","","","FALSE","","","","","","","","N/A","FALSE","https://data.ntsb.gov/Docket?ProjectID=92251","11/10/2015 12:08:00 PM",
"ERA16WA049","ACC","92362","2015-10-25T04:00:00Z","Guarani Municipality","","Brazil","","PP-BAO","FALSE","None","","Fatal","1","0","1","","","-21.415555","-43.037776","ROBINSON","R44","HELI","","","FALSE","1","","PERS","NUSN","Substantial","","","N/A","FALSE","","",
"CEN16WA009","ACC","92163","2015-10-06T23:55:00Z","Xalapa","","Mexico","","XC-VER","FALSE","None","","Fatal","2","0","0","","","19.486944","-96.798889","BELL","430","HELI","","","FALSE","","","","","Destroyed","","Gobierno del Estado de Veracruz","N/A","FALSE","","",
"ERA15WA370","ACC","92044","2015-09-23T13:50:00Z","Maceio","","Brazil","","PP-ELA","FALSE","None","","Fatal","4","0","0","","","-9.522777","-35.783611","BELL","206","HELI","","","FALSE","1","","","","Destroyed","","Governo do Estado de Alagoas","N/A","FALSE","","",
"WPR15WA271","ACC","92100","2015-09-13T04:00:00Z","Chong Qing, China","","China","","B-7702","FALSE","None","","Fatal","4","0","0","","","30.665832","107.89833","BELL","407","HELI","","","FALSE","","","","","Substantial","","","N/A","FALSE","","",
"CEN15WA454","ACC","92989","2015-09-09T00:15:00Z","Foleyet","","Canada","","C-GZFX","FALSE","None","","Fatal","2","0","0","","","47.959445","-82.508888","Robinson","R44","HELI","","","FALSE","1","","","UNK","","","Apex Helicopters Inc.","N/A","FALSE","","",
"WPR15LA257","ACC","91916","2015-09-03T17:52:00Z","Manra Island","","Kiribati","","N9068F","FALSE","DirectorBrief","2017-10-23T04:00:00Z","Fatal","1","1","0","A The loss of helicopter control for reasons that could not be determined asbecause the helicopter sank in the oceanwater and was not recovered.","","-5.716667","-166.11666","HUGHES","369HS","HELI","","","FALSE","1","","AOBV","091","Destroyed","VMC","WHIRLWIDE HELICOPTERS INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=91916","10/6/2017 4:22:00 PM",
